hours_studied,attendance,assignments_completed,previous_score,passed
4.370861069626263,62.41844910800191,5,55.62329876492247,0
9.556428757689245,59.974725773884195,1,51.71470496422968,1
7.587945476302646,50.5692347501716,3,51.39302531782469,1
6.387926357773329,76.43600020608928,6,72.36517019945639,1
2.4041677639819286,68.59744963051773,10,86.39256047858649,1
2.403950683025824,91.94205953944022,5,95.57377124722201,1
1.5227525095137953,41.92657482892349,8,34.750233500413266,0
8.795585311974417,78.63207565330758,10,49.45849334688806,1
6.41003510568888,85.77693271069367,6,47.85096414100685,1
7.372653200164409,85.56919415129842,0,55.0207764501686,0
1.185260448662222,93.1644380257315,5,59.70339841801997,0
9.72918866945795,83.74202456976965,10,57.242003019211516,1
8.491983767203795,95.66860369886177,2,96.650304656684,1
2.9110519961044856,59.95939598925349,7,60.59903392590701,1
2.636424704863906,70.19256500509258,0,68.61147997594006,0
2.650640588680904,40.84477979697344,9,82.40432963401346,1
3.7381801866358395,40.417455238197476,1,80.75593578905651,0
5.72280788469014,54.407597227091195,2,70.80751966861982,1
4.887505167779041,46.048431828345116,2,90.2582416449433,0
3.6210622617823773,55.61268207614522,6,73.69269162585795,0
6.506676052501415,50.62259767170384,7,91.23311931720195,1
2.2554447458683766,41.71120149031889,8,51.19360254077526,0
3.629301836816963,94.55824878436297,6,39.24165738393349,1
4.297256589643226,40.49338788333349,7,87.36643195844884,1
5.104629857953324,84.16492866022512,10,56.77625355824365,1
8.066583652537123,49.12887321517099,5,75.57592001488682,1
2.7970640394252375,94.733777319976,1,81.61178375287153,1
5.628109945722504,93.56775637539315,0,52.86973327990743,0
6.331731119758382,79.23406878215545,2,65.36143719990272,1
1.4180537144799796,80.3340489880363,8,92.64485605976529,1
6.467903667112945,40.32034851818131,6,91.58552646669304,1
2.5347171131856236,99.09229396681613,1,82.45499542589351,1
1.5854643368675156,92.66995621454886,0,83.39176723604517,0
9.539969835279999,93.70637354380551,1,92.83791143569324,1
9.690688297671034,79.55467222305231,2,81.54326711029412,1
8.275576133048151,60.68721571927219,5,53.770975151244684,1
3.741523922560336,93.61891894542885,8,38.4547875748013,1
1.8790490260574548,57.491015689071546,7,59.53188699823161,0
7.158097238609412,73.76269260053218,9,36.11403910975734,1
4.961372443656412,45.98385834063294,8,38.10395438935519,0
2.0983441136030097,95.317337807965,10,96.51204649855987,1
5.456592191001432,48.4462274662728,10,77.31208724217429,1
1.3094966900369656,53.49380834382444,7,89.61260903292094,0
9.18388361870904,73.4880494876929,6,75.00294352914435,1
3.3290198344001523,85.8455800127789,5,59.29780198800498,1
6.962700559185838,77.16107835617794,7,31.761114772310794,1
3.8053996848046987,53.92803476800937,5,96.90859258825262,0
5.680612190600297,40.05658255164942,1,34.96527304368069,0
5.920392514089517,85.42903481844635,8,72.71141462138829,1
2.6636900997297435,99.11243955466563,8,37.154224821136076,0
9.726261649881026,88.59478721836543,2,49.890337501269784,1
7.976195410250031,67.61239708939692,8,43.00722201091563,1
9.455490474077703,94.22603568394639,1,68.76018406112138,1
9.053446153848839,64.590860387101,2,92.095274158547,1
6.381099809299767,71.49604505460806,5,74.49356154584012,1
9.296868115208051,68.627786043741,3,76.49316136543824,1
1.7964325184672756,66.8574323599315,7,93.62520473493117,0
2.763845761772307,86.51144615763434,0,82.45976595797737,0
1.4070456001948426,71.60613443616953,5,90.61690854688229,1
3.927972976869379,59.00302732151296,1,59.14744643019058,0
4.498095607205338,55.4894900595087,5,90.5749436440484,1
3.442141285965063,42.264839018046004,0,75.21029719960912,0
8.458637582367365,74.99170971298275,1,39.492544791893664,1
4.210779940242304,53.797684924062054,8,32.709875585694625,1
3.5284105871864266,48.888035320982986,5,47.082408958004905,0
5.884264748424236,79.22979782966067,7,56.48447541786838,1
2.2683180247728636,80.87255546929293,6,88.62975062565997,1
8.219772826786357,85.12929353545996,8,81.88711899177076,1
1.6709557931179373,70.21461378031549,8,96.87630094648424,1
9.881982429404655,93.6432763122332,10,69.14223591225542,1
7.9502029236699165,96.18056520389368,3,82.34191561255962,1
2.7884411338075514,88.44225638754936,6,49.26983696698373,1
1.0496990541124216,78.13560892049124,4,77.5704525026715,0
8.339152856093508,58.22325721547132,6,79.43058417754003,1
7.361716094628554,98.97669529721327,3,89.38907298936928,1
7.561064512368886,56.4481700315163,9,67.54824576125586,1
7.941433120173512,52.15941531942586,10,75.4303603316624,1
1.6664018656068134,66.52924682719497,10,44.213416707342915,0
4.226191556898454,43.41043424274331,0,81.57313630885159,0
2.0428215357261674,98.70966788030745,3,88.68882058480946,1
8.767930832880342,75.30601338498549,9,71.56164223304916,1
6.609683141448022,73.41712549985051,2,38.09721236619387,1
3.9780822236738427,79.3477767939832,8,51.900014941836005,1
1.5720251525742128,69.8214188666324,4,63.2860255707903,0
3.79884089544096,41.92381102567249,3,77.4013673981984,0
3.9266498982407234,76.7386773304238,7,52.42289755056578,1
7.566455605042576,82.97043261738584,4,88.820373593738,1
6.738017242196918,65.00494363744319,2,56.02528539557825,1
8.98491468318694,85.43773432427157,1,32.998544356287255,1
5.249934326457543,53.62007796030524,7,85.57960916688845,1
2.0763482134447155,53.27659546397104,1,75.09562186577288,1
7.419203085006955,49.68501926125444,7,86.13695463114883,1
7.847065437552077,62.31968558734971,4,54.422286928682546,1
6.051494778125466,90.820722123345,7,31.234113450685207,1
7.938704619591049,89.67472372894386,4,35.16270465604796,1
5.444160367279517,62.96945247781023,0,37.82605464905791,1
5.704595464437946,75.3471241588142,10,86.36033047089913,1
4.847869165226946,83.24897898849494,10,51.100432805211014,1
1.2287721406968566,54.472406477681375,1,99.8528956595724,0
1.97102284293974,50.08846515368482,5,83.08718775478198,1
1.2828626711806081,98.32575959273866,2,72.08084671631623,1
6.727693701374023,77.05343879257711,7,98.85335883974973,1
3.82920382968694,98.88494331001984,4,52.14164318215625,0
5.577136220482325,60.26535922793374,2,41.59308983848198,1
9.168098265334837,82.1819019984479,9,81.60910787559206,1
3.2436300623398746,53.35621819247426,6,49.465836515274916,0
4.693446307320667,55.672010276434776,7,97.272584964673,1
7.799960246887438,70.71412727617744,3,99.16485185751196,1
3.059183489424602,59.17708753048427,10,94.84830765177476,1
1.6928191884591368,50.05729383043507,8,96.13332340366813,0
3.6077630762239123,55.77284211935956,5,73.0958372191452,0
2.4509915852860398,42.14490366795188,0,78.4483054698041,0
9.367278871083158,82.26541728864919,4,36.59723104408861,1
8.273083416079754,69.5269994251517,4,83.41351118100822,1
6.700633808593811,45.65458398427154,6,44.14443541538261,1
8.84314531168946,50.301639587709474,6,88.82282417930679,1
8.23304869209203,46.15207228675864,5,97.3072274427701,1
2.6791305299743224,76.7555684965526,7,44.86643404158313,1
9.0330309864098,45.65262181674963,1,35.46217823239349,1
5.854080177240856,85.25693998211297,6,63.872309748752286,0
8.266961396476564,41.230655159223474,9,85.40845603638164,1
9.06482169931144,54.96254727975352,6,83.9448118960466,1
3.8620312747467747,93.44000055351444,3,78.77729539596089,1
1.9904673207490908,83.11187908733476,9,87.44871931643189,1
3.051416462877475,44.37809997554126,1,42.24918468166069,0
4.843970097636307,89.26756626911079,3,75.63564305201622,1
8.362132893302437,69.58210729241229,3,72.39755211283548,1
8.74657524930709,90.80698163012975,5,40.74022066317852,1
1.0625691747807164,76.0443864670236,6,59.00989494469834,0
5.596725723198092,80.90998192197152,2,89.67708035166832,1
4.7566990283390105,99.61009362374249,9,98.02612628337118,1
2.9989702942365724,53.94013275544109,0,76.58011243041463,0
2.0787883060031453,77.4367344856833,2,94.5358729390371,0
4.038536542632651,67.6192834034439,8,39.24344614083921,1
9.486187335212673,42.367117175361486,0,98.2542367950063,1
3.908826388186797,40.868238490171905,7,32.345454942649944,0
5.669115595690295,47.15371466907152,1,66.9081491429771,1
7.3271706300566,78.94550443231289,5,50.37058306295734,1
4.272666421413646,74.02978527480353,2,86.97363747493665,1
9.746038744488645,73.20577366982364,6,45.22805424682575,1
9.662025654479,41.911405751695604,1,30.807102571319717,1
3.2660406624282774,68.15817978160042,3,59.02266214653352,0
5.475236553031469,95.4773690705517,9,34.48755983665114,1
3.707904788350927,63.855512158638795,8,50.306479843142434,1
3.5635644493972087,77.49534818730737,5,75.06233841666887,1
1.3319825261907952,86.78912053738861,3,50.62922236315962,0
6.486079005819072,87.03551674851326,1,47.20552591248629,1
5.524111209059753,71.15680494371628,9,40.884696414923766,1
1.463308761249904,91.47711672414019,8,39.46205918591629,0
3.507818178129503,63.48268560182482,3,66.81001612269935,0
9.174392973699883,93.3215928870879,8,77.705491606043,1
3.1560570160027517,54.41362998373272,1,61.69132440149449,0
2.304053848821008,56.81298441943426,6,38.652216933349536,0
5.405074842498067,43.187237451940064,10,75.34294096650683,1
9.870854086995406,87.73491019253697,10,68.99853288251467,1
3.178497443603504,65.02331417396233,4,56.68928186858129,1
7.049219926652907,53.74699683468394,7,53.10328139882095,1
7.854576537958458,53.90741665699478,10,42.82070238050994,1
3.1387378959315972,94.08399647375398,7,40.240962118201985,1
7.553947137506736,90.0349960276622,3,53.71401861280896,1
4.3100481944732785,73.211853121431,3,32.91417868724187,0
6.690752475342215,76.96664802494327,7,60.563918896091515,1
6.7017673968480524,68.45953423301746,2,72.11017504994551,1
5.821972156672826,63.49999257272853,6,95.91579927050235,1
1.8126079304896747,94.9286128730999,7,73.80797002944159,0
8.51772246030314,47.536762211218125,7,73.68532327991298,1
3.8870205847456223,65.10680738297367,10,56.20903639225239,1
2.678666593598688,60.67371447927252,9,39.33220093967356,0
1.3669762739928752,69.88904321506891,3,61.285635727908954,0
6.318036488694176,67.4579124727105,8,71.90734233472597,1
7.098079256580542,71.13337189906488,9,80.68235176590628,1
1.1492904603507053,48.395138633619645,3,87.82607417268017,0
5.608837524693529,70.78849009079663,7,47.91496644476851,1
3.0384619767814414,54.54512883323265,5,46.88540526595212,0
6.806555113685048,51.059880939291475,4,69.57099041731627,1
2.569297861044923,43.89005312717147,3,69.62106281941006,0
7.218439642922194,85.75915352536845,4,45.2563457691942,1
4.480618116704837,65.6465152513936,10,71.12327172458912,0
9.43056989863061,77.5986209987055,0,54.21151949820764,1
2.2376884973139393,83.6556005982846,6,74.7520443215043,1
4.069597159452327,80.7589999188132,7,50.37312995705412,0
2.021261691165302,68.23004314538093,8,71.46042544501034,1
9.322242564507064,63.27391173710379,2,83.78170288658461,0
8.896054180428829,62.55759457843982,8,98.61111429913565,1
3.3214746494364005,78.40292781580338,9,93.77476395302301,1
6.939856414307611,69.6876612965124,4,65.24771231292166,1
8.354999801810942,90.94793487931064,9,64.18443583223326,1
5.996807304395161,92.48211905960272,5,60.63900041550241,1
5.766855205204059,50.23362268039111,0,31.94254185920469,0
3.1766706181040654,48.174019092743535,8,41.616814824038315,0
1.837924910253093,77.82405556215997,8,34.1432361812839,0
9.074941821579941,58.073544883736766,5,78.74485593427246,1
9.103762514469974,41.11424312590593,7,58.92642551527159,1
6.697913115459412,93.3185601617773,3,34.46389146457867,0
4.051268119438307,53.614046034628494,4,78.3402554357709,0
4.142886171513948,95.75683910114854,4,75.11051039795606,1
7.533601109832154,83.04606705269522,6,80.3973981483348,1
9.073992339573193,85.75920939468907,6,71.98838824330984,1
8.983777818386056,52.08768974758962,6,41.307769196309884,1
8.018879912718614,54.05166553700877,4,34.29746084195182,1
6.77828481538859,71.27606522944394,3,87.19986791589261,1
1.7572596849554394,50.32599115899173,7,45.106629927610626,0
2.454658426851524,58.32590156098193,0,67.97704683319282,0
9.086987696743714,59.28774867686827,0,63.9651910312531,0
6.457861536936309,49.57779599516584,5,94.473677830556,0
1.0827734645496667,52.31097000370964,1,68.67078325980088,0
1.913243885794289,87.3131105204954,2,70.60118197710054,0
6.971515921972502,50.031751272836104,3,52.36535236010689,0
1.0455542546159682,41.70744351063535,1,97.10862912380628,0
2.4472724627574878,77.7612965577363,9,72.86616710174643,1
5.938604104299275,98.558987163547,6,30.348626851388065,1
7.227056779234239,59.872828877387285,9,68.92575846144743,1
6.867651335523405,47.11934219177514,0,55.470577181364085,0
3.018423785145038,74.22323952205184,2,32.247854300918256,1
7.409612992127823,94.38125266573877,1,60.208484985495915,1
3.135241787471201,87.04370678970872,8,84.14965418650408,1
3.9285972834334095,77.35095210476297,7,65.26526205694537,1
7.718422646062217,58.90338979645596,2,74.76213602979962,0
6.846696091424932,72.5128103965732,4,74.78190260042219,1
8.6430106944476,45.474690478255326,2,76.97135117383988,1
6.91851603070309,80.73672545684019,10,57.13173361980028,1
6.114777430019244,83.50576113385905,10,55.900338733979154,1
1.8430729104528323,97.90189737459514,10,30.32091719416927,1
4.309442227534902,55.6238415247043,5,40.79557223702447,1
3.386821309135529,41.10738514258136,4,96.55671489470862,0
3.195906790411752,72.73650786562904,10,88.96917010517468,1
9.75709499277201,82.40743026380886,1,49.257590617293204,1
4.537879522000844,87.42444855297927,9,58.08343642480483,1
9.02841899659402,51.624335981488635,7,95.7944926369243,0
6.680247633975366,55.70517214222142,5,47.5311135687504,1
8.153301731874835,70.75545551603778,2,67.2773078502251,1
5.523733837946729,59.83604859820011,0,31.54558488387832,0
6.192134961637232,91.6306891952467,4,73.38143854469646,1
5.432659244369775,68.42560922432321,10,95.10515187220764,1
2.7571868901824006,87.97471864612018,1,91.93203693880156,0
7.502069037353548,74.83718562894123,1,65.13784544392732,1
3.526951261967702,86.38540849702672,8,75.47493805940161,1
1.2188436978830846,59.96037919181943,10,69.88587358092998,0
6.80925066316451,89.88499731581868,9,34.688197090792286,1
2.5939961146634403,56.47433893306129,6,41.110644081372214,1
9.464127259176228,72.76592848019745,5,97.46721203388319,1
9.585357193023286,52.84042679043245,0,47.91780878101713,0
9.233779511984036,68.5315912975716,9,56.91144512674796,1
4.331428302298999,59.09051257052219,1,65.62610155681551,1
1.1391095487598069,56.002205838232854,10,98.53924905753391,1
9.354867063289529,98.01910108168225,6,78.29954543608436,1
4.8536573348558285,49.60444632920384,2,74.07189484112557,1
9.699893371393026,87.23955024744372,1,66.70799807086016,1
9.672579793803276,99.04989756899289,5,79.047209021619,1
8.677085099206241,41.19408902440467,7,76.48111233698427,1
3.6500400286262713,81.9416448425257,7,93.19886245826874,1
4.465879557417328,55.174708333377225,10,67.92847137552359,1
8.660230043651712,42.42926945969827,1,59.505181173334286,0
3.852298046406499,64.17337473739785,5,86.50134196447098,1
2.5254347201748324,96.1130686102525,4,85.98483342807728,1
6.0112113621251515,40.70590566201986,6,41.88855066084612,0
9.425392967447028,75.2731415157869,3,46.57543984995189,1
7.264268170074757,70.08378871571946,1,97.10467829097941,1
6.1305505308042845,92.40304986226285,9,61.087667686766935,1
1.8745884439369167,45.040102871237536,2,66.37624875718328,0
6.535065040292528,80.89156179319902,8,51.71120872058668,1
9.91048465093837,80.80658190599664,9,63.67497160281474,1
2.260756137128716,80.144801011737,7,82.03496250369591,1
5.664966871273631,96.54006969610222,8,63.76415682245727,1
8.8963576473516,89.38525174041283,4,52.03492759710657,1
7.66691755978784,42.51836357461036,4,36.720070307606356,1
7.273141668957412,68.26497104227079,6,94.97830643763137,1
7.322356755883983,63.87718337208001,6,91.0160475961327,1
4.2354203609777965,58.608833265448126,0,85.39554603448056,0
3.64232659838044,67.08020350924583,4,78.58496746897956,1
8.284250399306622,63.05165109555865,7,66.08569191154083,1
8.291020552112627,65.94003399271992,6,92.81777502857153,1
8.803650867220934,98.75571193651855,10,85.41910589579349,1
9.219164973008242,45.317978484974844,1,87.12075892771239,0
5.60208158974844,95.3338521903238,7,51.66853310996265,1
5.513646652184796,68.8142028082616,1,59.64207913816788,0
8.184656610700976,77.42453472997246,9,79.4761584886281,1
6.849675376999887,89.81097799706163,0,55.97436122454276,1
7.31770189531933,61.62778174895533,10,64.57822572928367,1
8.16213402492491,65.82531448527801,10,75.25590773935863,1
9.010048076358096,64.57110881672284,10,60.64308811089967,1
4.041956411663822,62.483861352145595,2,85.5127725014023,0
4.380246573759496,95.5317592988137,2,38.13951872191605,0
1.845837458567821,89.73579347158073,5,80.2639556847412,0
6.204521268965566,46.539999391778565,2,40.164704242789455,0
1.3234804641706788,46.487401148625764,6,95.64877584499682,1
5.190382163192141,65.67217089117946,7,51.98263764864711,1
5.883801712368189,45.91944260396854,2,85.68026527276298,1
3.5788712691545594,77.14558571626718,8,66.49918846760733,1
6.317499345121097,48.62149643570403,0,36.376094661151186,0
1.2745022494514449,71.34239583800806,2,70.78107980737697,0
1.3361336987429298,40.43319682022307,2,93.85244158177989,0
8.403405045936925,58.9957809047588,6,41.00640831065327,1
4.241715772701366,80.63144342035932,10,52.49148645525822,0
2.143544613866963,69.04233641367091,10,60.741106967041816,0
5.700189340493239,98.69616915993929,4,49.25371443384576,1
7.9299419778874976,92.44622776397264,3,96.06456323154528,1
2.9423892474715885,61.544246742589074,1,56.42501853659259,0
6.606014282371002,42.72919248833647,6,76.0643440939975,1
1.768127184943912,90.73757800690113,2,45.67417350590461,0
1.4651354905174694,94.67405861888028,6,45.379415623715374,0
5.782191684113332,89.23764360514221,9,42.309453492275736,1
5.865716094490959,47.67699645518589,6,60.43685844687063,1
6.736869113483859,99.87490806473727,10,67.30007416030378,1
7.534822003503954,55.51505329316643,1,30.752371602610722,0
9.782668715162812,83.45229476850221,6,88.30463993291802,1
5.646703134710758,94.4820925801433,5,65.89277247717692,1
3.9066082564712135,54.14122685984257,9,41.004694639150244,0
8.156675752918332,94.49551328062397,3,34.71053187520921,1
3.437490261358668,58.568894751692014,10,34.42395079905296,0
4.950742786350725,98.58479334304337,4,48.03504408009703,1
1.7061074320803935,56.87560122282848,7,64.95045035796852,1
1.2281566907391177,97.2061494854701,4,90.21676752020988,1
9.663835732101326,43.21267905356049,2,93.20757988236325,1
8.523821084609853,82.55632070018878,1,88.26295439855826,1
7.263767854843282,71.92666803022021,5,52.999442768450656,1
4.680576499728429,68.67262462736383,5,51.45904261942695,1
2.559648880637612,53.4096588553504,6,99.12208416084984,1
2.4079333840397745,82.33574738658952,7,77.68964409912212,1
3.252186083481358,51.448569486778425,3,51.34663588802792,0
5.943039982355084,73.17050775908609,7,53.03561066273625,1
7.431363304300561,55.194721782415044,0,60.42511075174879,1
6.941776390459581,97.33728278688136,5,73.52646884773861,1
3.5194050725134858,41.71787163013917,5,92.85854119801752,0
9.593787525968747,51.98369680667419,2,43.881498378748645,1
7.641072250261916,54.53863638324687,8,35.90823783791238,0
5.989186472602606,64.844069546069,4,58.402648676796275,1
6.5054867161091705,53.963814512203214,0,47.18188378274036,0
4.776400561850109,69.48094541612711,6,70.32228714073725,1
3.229578905510417,92.34793139551235,9,78.9450386003195,1
4.2037541078613545,82.72380528455025,2,51.75151676022009,0
7.820614994179322,74.79771883210665,9,77.9815902203392,1
1.1295413976678028,45.34019067896078,9,54.02030784004646,0
2.0446537645622462,81.63952650335654,10,74.44776977663835,1
1.4140237781957747,49.98485705865639,3,74.314256472318,0
1.3665592208707311,87.18204315770188,5,49.47117923951507,1
8.699145256099065,55.00340551060919,7,74.50059261971424,1
7.332920734420213,65.02292369925405,3,56.666856700655906,1
5.267564461785927,61.02821213907568,8,53.55184610524657,0
1.8805074458590134,91.52883488049142,7,50.25014229465448,1
5.4245428760514915,47.59266752280449,9,54.19516820940023,1
5.261245937025091,73.93869294308732,9,85.07214244428036,1
2.5588168291901368,48.52369656658374,5,47.162516992076206,0
4.904664843141758,82.2877501679312,6,77.73911836024169,1
4.586542609576361,94.30468766766887,7,93.043440948663,1
6.542650882469948,66.0764592320352,1,54.530025872419344,0
6.715842857808794,69.28553561589855,4,32.065844514643025,0
1.4077360879484007,95.64537018896573,6,31.722422038749308,0
4.371513531638241,71.25948331896143,7,39.7652021845213,1
6.632739241428127,69.25590628297365,4,37.70313901690659,1
5.528226327220789,74.69974616225825,2,82.36596749100033,1
8.7084085706949,81.35378418177712,5,50.639550183516086,1
6.928242684570505,46.41300250522188,4,75.67568415204789,0
2.466409843732867,89.26663166449097,7,32.971880500775455,0
1.6351187266038685,66.13030164719555,8,50.701819325469984,0
6.78177350385684,44.34091059384913,8,46.39023642740963,1
